,Company,highratedfor,criticalratedfor,rating,reviews,salaries,interviews,jobs,companyCard,branches
8494,Shalimar Group,"Job Security, Company Culture",Promotions,4.1,131,688,4,--,Building Material | Lucknow +34 other locations,NA
8495,IJM (India) Infrastructure,"Company Culture, Work Life Balance, Work Satisfaction","Promotions, Salary",4.0,131,423,7,--,Engineering & Construction | Hyderabad +13 other locations,NA
8496,Ata Freight Line,"Promotions, Job Security, Work Life Balance",,3.4,131,425,20,9,Logistics | Pune +8 other locations,NA
8497,BNB Groupe,"Promotions, Company Culture, Work Satisfaction",,3.2,131,254,12,--,Retail | Ahmedabad +12 other locations,NA
8498,Vishakha Glass,"Job Security, Salary","Company Culture, Work Life Balance, Promotions",4.0,131,461,14,--,Mundra +10 other locations,NA
8499,Mochiko Shoes,Job Security,"Promotions, Work Life Balance, Work Satisfaction",3.5,131,425,3,--,Fashion & Textile | Dehradun +8 other locations,NA
8500,Aditya Vision,Skill Development,Promotions,3.9,131,323,13,15,Retail | Patna +36 other locations,NA
8501,Andhra Pradesh Grama/Ward Sachivalayam,"Work Life Balance, Job Security","Promotions, Salary",4.0,131,310,5,--,Government | Hyderabad +45 other locations,NA
8502,Nuvama Wealth Management,"Work Satisfaction, Company Culture, Promotions",,3.4,131,537,11,--,Financial Services | Mumbai +25 other locations,NA
8503,Techavera Solutions,"Work Life Balance, Salary, Company Culture",,4.2,130,104,2,--,Education & Training | Noida +5 other locations,NA
8504,BMA Wealth Creators,"Work Life Balance, Company Culture, Work Satisfaction",,4.4,130,346,1,--,Financial Services | Kolkata +31 other locations,NA
8505,Tirupati Life Sciences,"Work Life Balance, Job Security, Salary",,4.2,130,408,6,--,Pharma | Paonta Sahib +8 other locations,NA
8506,DSM,Promotions,,3.9,130,599,4,--,Chemicals | Hyderabad +25 other locations,NA
8507,Hungama,"Job Security, Promotions, Salary",,3.2,130,766,7,--,Internet | Mumbai +8 other locations,NA
8508,Indo-Tibetan Border Police,"Job Security, Salary, Company Culture",,4.6,130,270,2,--,Government | New Delhi +34 other locations,NA
8509,M3bi,"Company Culture, Work Life Balance, Salary",,4.1,130,753,9,--,IT Services & Consulting | Hyderabad +7 other locations,NA
8510,Cambridge Technology Enterprises,"Promotions, Job Security, Salary",,3.1,130,920,6,4,IT Services & Consulting | Hyderabad +4 other locations,NA
8511,LNJ Bhilwara Group,Work Life Balance,"Promotions, Salary, Work Satisfaction",3.7,130,420,7,--,Fashion & Textile | Noida +27 other locations,NA
8512,Octillion Power Systems,"Work Life Balance, Company Culture, Work Satisfaction","Promotions, Salary",4.0,130,593,14,4,Electronics Manufacturing | Pune +9 other locations,NA
8513,Ajnara India,"Promotions, Salary, Job Security",,3.5,130,469,3,1,Real Estate | Noida +4 other locations,NA
8514,P2G Mobilty Tech,"Skill Development, Company Culture, Work Satisfaction",,4.3,131,17,23,--,Kolkata +21 other locations,NA
8515,Connect India E Commerce Services,"Job Security, Promotions, Skill Development",,2.8,130,374,7,2,Logistics | Bengaluru +38 other locations,NA
8516,Nucot,"Job Security, Company Culture, Work Life Balance",,4.6,130,44,7,--,Recruitment | Bengaluru +1 other locations,NA
8517,Uttar Pradesh Jal Nigam,"Work Life Balance, Work Satisfaction, Skill Development",,4.0,130,317,2,--,Government | Lucknow +41 other locations,NA
8518,Phoenix Marketcity,"Promotions, Job Security",,3.8,130,615,5,--,Retail | Mumbai +10 other locations,NA
8519,Basix,"Company Culture, Work Life Balance, Work Satisfaction",,4.5,130,260,7,--,Financial Services | Hyderabad +64 other locations,NA
8520,Maharashtra Natural GAS,"Promotions, Skill Development, Work Satisfaction",,3.2,130,815,7,--,Oil & Gas | Pune +9 other locations,NA
8521,PlasmaGen Biosciences,"Company Culture, Promotions, Skill Development",,3.7,130,670,6,1,Pharma | Bengaluru +10 other locations,NA
8522,IT Solutions,Skill Development,Promotions,3.5,130,1.4k,12,3,IT Services & Consulting | New Delhi +27 other locations,NA
8523,Dhanlaxmi Bank,"Work Life Balance, Job Security, Company Culture",Promotions,4.1,130,522,2,--,Banking | Thrissur +40 other locations,NA
8524,SMARTe,"Salary, Promotions, Work Satisfaction",,3.7,130,874,11,2,IT Services & Consulting | Mumbai +7 other locations,NA
8525,CamelQ Software Solutions,"Work Life Balance, Company Culture, Work Satisfaction",,4.1,130,113,52,--,Software Product | Hyderabad +2 other locations,NA
8526,S K Samanta & Co,Job Security,"Promotions, Company Culture, Work Satisfaction",3.3,130,447,9,--,Engineering & Construction | Kolkata +10 other locations,NA
8527,Kalyaniwalla & Mistry,"Promotions, Company Culture, Work Satisfaction",,3.3,130,658,9,6,Accounting & Auditing | Mumbai +9 other locations,NA
8528,Same Deutz-fahr,Work Life Balance,"Promotions, Salary, Skill Development",3.7,130,780,7,--,Industrial Machinery | Vellore +12 other locations,NA
8529,Aurore Life Sciences,"Company Culture, Promotions, Salary",,3.1,130,686,8,5,Pharma | Hyderabad +2 other locations,NA
8530,Nxtgen Datacenter Cloud Technologies,"Promotions, Job Security, Company Culture",,3.2,130,773,10,2,IT Services & Consulting | Bengaluru +6 other locations,NA
8531,TalentSprint,"Company Culture, Work Life Balance, Skill Development",Promotions,4.0,130,584,7,2,Hyderabad +4 other locations,NA
8532,MK TRON Autoparts,"Promotions, Company Culture, Work Satisfaction",,3.5,130,664,10,--,Auto Components | Chennai +5 other locations,NA
8533,Antal International,Skill Development,"Promotions, Job Security, Salary",3.6,130,538,18,18,Recruitment | Mumbai +10 other locations,NA
8534,GLOBALFOUNDRIES,"Promotions, Job Security, Work Satisfaction",,3.4,130,926,19,38,Semiconductors | Bengaluru +6 other locations,NA
8535,Almonds Ai,"Skill Development, Company Culture, Work Life Balance",,4.3,130,159,12,42,Software Product | Gurugram +2 other locations,NA
8536,Dietech India,"Skill Development, Job Security, Work Satisfaction",Salary,4.1,130,735,5,1,Industrial Machinery | Chennai +7 other locations,NA
8537,Competent Automobiles,"Skill Development, Work Life Balance, Work Satisfaction",Promotions,3.9,130,488,2,--,Retail | New Delhi +12 other locations,NA
8538,Fertilisers and Chemicals Travancore,"Work Life Balance, Job Security, Company Culture",Promotions,4.2,130,458,3,--,Agro Chemicals | Kochi +10 other locations,NA
8539,Keywords Studios,"Salary, Promotions, Skill Development",,2.9,130,710,24,52,Gaming | Gurugram +5 other locations,NA
8540,CriticaLog India Private Limited,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,4.2,130,543,7,2,Logistics | Bengaluru +26 other locations,NA
8541,JBM Neel Metal,"Job Security, Skill Development",Promotions,3.8,130,413,10,--,Auto Components | Gurugram +22 other locations,NA
8542,KG Invicta Services,"Promotions, Salary, Company Culture",,2.8,130,580,18,10,Management Consulting | Coimbatore +6 other locations,NA
8543,Tata Motors Insurance Broking And Advisory Services,Job Security,Promotions,3.7,130,380,6,--,Insurance | Mumbai +40 other locations,NA
8544,ImagicaaWorld Entertainment Limited,"Promotions, Salary, Job Security",,3.5,130,559,3,9,Events | Mumbai +9 other locations,NA
8545,Siemens Industry Software (India),"Work Life Balance, Company Culture, Job Security",Promotions,4.2,130,1.1k,18,--,Industrial Automation | Pune +7 other locations,NA
8546,MAJID AL FUTTAIM RETAIL,"Promotions, Job Security, Company Culture",,3.4,130,557,10,6,Retail | Gurugram +14 other locations,NA
8547,RPG Group,Work Life Balance,"Promotions, Skill Development, Company Culture",3.5,130,856,12,2,Engineering & Construction | Mumbai +31 other locations,NA
8548,WebMD,"Promotions, Skill Development, Work Satisfaction",,3.1,130,1.4k,28,7,Healthcare | Mumbai +5 other locations,NA
8549,FBSPL- Fusion Business Solution P Limited,"Promotions, Salary, Work Satisfaction",,3.4,130,646,18,4,BPO | Udaipur +6 other locations,NA
8550,Reliable Business Solutions & Services,"Salary, Company Culture, Work Life Balance",,2.8,130,509,1,--,BPO | Mumbai +8 other locations,NA
8551,Keya Foods International Private Limited,"Company Culture, Work Life Balance, Salary",,4.0,130,411,3,1,FMCG | Mumbai +27 other locations,NA
8552,Sanjay Ghodawat Group,"Promotions, Work Satisfaction, Company Culture",,3.6,130,523,5,5,FMCG | Kolhapur +27 other locations,NA
8553,Ameriprise India,Job Security,"Promotions, Work Satisfaction, Skill Development",3.5,130,916,7,2,Financial Services | Gurugram +2 other locations,NA
8554,Leonia Holistic Destination,Skill Development,"Promotions, Salary",3.9,130,348,4,--,Hospitality | Hyderabad +7 other locations,NA
8555,Comau,"Promotions, Company Culture, Work Satisfaction",,3.3,130,536,3,2,Industrial Automation | Pune +4 other locations,NA
8556,Signals & Systems (India) Private Limited,"Job Security, Skill Development",Promotions,3.8,130,686,8,22,Electronics Manufacturing | Chennai +23 other locations,NA
8557,Xerago,"Salary, Promotions, Company Culture",,3.1,130,822,12,--,Marketing & Advertising | Chennai +3 other locations,NA
8558,Emonics,"Promotions, Job Security, Work Satisfaction",,3.6,130,648,17,--,IT Services & Consulting | Noida +8 other locations,NA
8559,Press Fit Pipe And Profile,"Company Culture, Work Life Balance, Work Satisfaction",,4.1,130,389,7,9,Building Material | Mumbai +19 other locations,NA
8560,Fiverr Inc.,"Work Life Balance, Company Culture, Work Satisfaction",,4.4,130,869,12,--,Internet | New Delhi +28 other locations,NA
8561,MAJID AL FUTTAIM RETAIL,"Promotions, Job Security, Company Culture",,3.4,130,557,10,6,Retail | Gurugram +14 other locations,NA
8562,Tata Motors Insurance Broking And Advisory Services,Job Security,Promotions,3.7,130,380,6,--,Insurance | Mumbai +40 other locations,NA
8563,ImagicaaWorld Entertainment Limited,"Promotions, Salary, Job Security",,3.5,130,559,3,9,Events | Mumbai +9 other locations,NA
8564,SVP Hospital,"Skill Development, Work Life Balance","Promotions, Salary",4.0,130,447,8,--,Government | Ahmedabad +13 other locations,NA
8565,Sureworks Infotech Pvt. Ltd.,"Company Culture, Work Life Balance, Work Satisfaction",,4.4,130,514,27,--,IT Services & Consulting | Bengaluru +17 other locations,NA
8566,Elite Powertech,Work Life Balance,"Promotions, Job Security",3.9,130,347,7,--,Power | New Delhi +28 other locations,NA
8567,Bigshare Services,"Company Culture, Promotions, Work Satisfaction",,2.7,130,249,56,2,Legal | Mumbai +12 other locations,NA
8568,Food Service India,"Salary, Company Culture, Work Life Balance",,4.0,130,721,5,--,Food Processing | Mumbai +25 other locations,NA
8569,31 Parallel,"Salary, Job Security, Promotions",,1.9,129,281,7,2,BPO | Shimla +3 other locations,NA
8570,Sical Logistics,"Promotions, Job Security",,4.0,129,625,1,--,Logistics | Bengaluru +21 other locations,NA
8571,Vandhana International,Salary,"Skill Development, Promotions, Work Life Balance",3.7,129,518,18,2,Railways | New Delhi +14 other locations,NA
8572,Arrivae,"Job Security, Promotions, Work Satisfaction",,3.3,129,619,11,--,Mumbai +13 other locations,NA
8573,Naresh Kumar & Co.,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,4.2,129,453,4,--,Urban Transport | Jamshedpur +24 other locations,NA
8574,Prabha Industries,"Work Satisfaction, Skill Development, Job Security","Promotions, Salary",4.0,129,608,8,--,Chemicals | Bengaluru +10 other locations,NA
8575,Shri Ram Murti Smarak Institute of Medical Sciences,"Promotions, Job Security, Salary",,3.5,129,345,7,--,Education & Training | Bareilly +4 other locations,NA
8576,Babaji Shivram Clearing & Carriers,"Work Satisfaction, Company Culture, Work Life Balance",,3.3,129,504,14,10,Logistics | Mumbai +8 other locations,NA
8577,eNTrust Software & Services,Job Security,"Promotions, Company Culture, Salary",3.6,129,1.2k,15,--,Software Product | Chennai +3 other locations,NA
8578,PATH India,"Company Culture, Work Satisfaction, Work Life Balance",,4.2,129,460,6,--,Industrial Automation | Indore +33 other locations,NA
8579,Idom,"Work Life Balance, Job Security, Company Culture","Promotions, Skill Development",4.1,129,517,14,9,Engineering & Construction | New Delhi +4 other locations,NA
8580,Rajagiri Hospital,"Job Security, Skill Development, Company Culture",Promotions,4.1,129,483,5,29,Healthcare | Kochi +11 other locations,NA
8581,Gamma Process Hub,"Promotions, Salary",,3.7,129,360,5,--,BPO | Hyderabad +6 other locations,NA
8582,Packt Publishing,Work Life Balance,"Promotions, Job Security, Skill Development",3.0,129,712,16,12,Printing & Publishing | Mumbai +5 other locations,NA
8583,ZestMoney,"Work Life Balance, Company Culture","Job Security, Promotions",4.0,129,756,14,--,FinTech | Bengaluru +16 other locations,NA
8584,Vkl Seasoning,Salary,"Promotions, Work Life Balance, Skill Development",3.9,130,677,3,--,FMCG | Kochi +14 other locations,NA
8585,cloudEQ,"Job Security, Promotions, Work Satisfaction",,3.3,129,438,22,--,IT Services & Consulting | Chandigarh +6 other locations,NA
8586,Saurer,"Work Life Balance, Company Culture","Promotions, Salary",3.9,129,669,9,--,Financial Services | Vadodara +10 other locations,NA
8587,Dentcare Dental Lab,"Job Security, Skill Development","Promotions, Salary, Work Satisfaction",3.9,129,481,11,4,Medical Equipment | Kochi +28 other locations,NA
8588,API Holdings,"Job Security, Promotions, Work Satisfaction",,3.6,129,491,7,--,Fitness & Wellness | Mumbai +35 other locations,NA
8589,Sarda Metals & Alloys,"Job Security, Work Life Balance, Company Culture",,4.1,129,497,12,--,Metals & Mining | Visakhapatnam +6 other locations,NA
8590,INVESMATE,"Company Culture, Work Life Balance, Work Satisfaction",,3.9,129,133,11,1,Education & Training | Kolkata +4 other locations,NA
8591,C2L BIZ,Job Security,"Promotions, Salary, Skill Development",3.2,129,758,13,1,Internet | Mumbai +4 other locations,NA
8592,AIT Global,"Promotions, Skill Development, Work Satisfaction",,3.2,129,816,13,13,IT Services & Consulting | Pune +5 other locations,NA
8593,PSG Hospitals,"Job Security, Skill Development, Company Culture","Salary, Promotions",4.0,129,468,6,2,Healthcare | Coimbatore +5 other locations,NA
8594,Ruban Memorial Hospital,Work Life Balance,"Promotions, Salary",3.7,129,367,13,4,Healthcare | Patna +2 other locations,NA
8595,Orris Infrastructure,"Salary, Work Satisfaction, Company Culture",,4.0,129,343,11,--,Real Estate | Gurugram +5 other locations,NA
8596,Elancer It Solutions,"Promotions, Skill Development, Salary",,3.3,129,729,8,1,IT Services & Consulting | Hyderabad,NA
8597,Mahalakshmi Profiles Private Limited,"Promotions, Job Security, Company Culture",,3.6,129,462,15,7,Iron & Steel | Hyderabad +10 other locations,NA
8598,Fairmont Hotels & Resorts,"Work Life Balance, Work Satisfaction, Promotions",,3.7,129,347,10,26,Hospitality | Jaipur +18 other locations,NA
8599,Tilaknagar Industries Ltd.,"Salary, Work Life Balance, Company Culture",,4.1,129,406,11,--,Beverage | Mumbai +24 other locations,NA
8600,Baker Gauges,"Promotions, Company Culture, Salary",,3.6,129,650,5,--,Semiconductors | Pune +7 other locations,NA
8601,Mangalam Information Technolgies,"Promotions, Salary, Skill Development",,3.4,129,487,7,6,IT Services & Consulting | Ahmedabad +6 other locations,NA
8602,Hitachi Solutions,"Work Life Balance, Company Culture, Work Satisfaction",,3.8,129,1.1k,5,36,IT Services & Consulting | Pune +11 other locations,NA
8603,John Distilleries,"Work Life Balance, Job Security","Promotions, Salary",3.8,129,660,5,--,Beverage | Bengaluru +18 other locations,NA
8604,Jaypee Infratech,"Work Life Balance, Job Security","Promotions, Skill Development",4.0,129,526,13,--,Engineering & Construction | Noida +9 other locations,NA
8605,Dsm Shared Services India,"Company Culture, Work Life Balance, Salary",Promotions,4.0,129,496,2,12,Chemicals | Hyderabad +1 other locations,NA
8606,Rashi Peripherals,"Work Life Balance, Job Security","Promotions, Skill Development",3.8,129,492,7,1,IT Services & Consulting | Mumbai +31 other locations,NA
8607,Hitachi MGRM Net,"Promotions, Company Culture, Work Satisfaction",,3.3,129,321,15,--,IT Services & Consulting | Gurugram +14 other locations,NA
8608,Dasnac,"Salary, Company Culture, Work Life Balance",,4.5,129,267,13,--,Real Estate | New Delhi +2 other locations,NA
8609,Choice Solutions (India),"Promotions, Salary, Work Satisfaction",,3.5,129,655,9,--,IT Services & Consulting | Hyderabad +14 other locations,NA
